Variable,Cumulative_Period,Lag,Correlation,Abs_Correlation
평균기온,17,11,0.21800709409490654,0.21800709409490654
평균일조시간,10,1,-0.21799917834658628,0.21799917834658628
평균일조시간,8,0,-0.217941730816713,0.217941730816713
평균일조시간,16,6,-0.2179282703802471,0.2179282703802471
평균일조시간,11,5,-0.21786523257472726,0.21786523257472726
평균습도,6,7,-0.21763519430439038,0.21763519430439038
평균강수량,24,1,0.2175635144034618,0.2175635144034618
평균일사량,11,10,-0.21749367134279218,0.21749367134279218
최저기온,22,2,0.21742708527116808,0.21742708527116808
최저기온,26,6,0.21738868929986024,0.21738868929986024
평균기온,20,0,0.21735472525216226,0.21735472525216226
최고기온,11,5,0.21720028534952898,0.21720028534952898
평균일조시간,4,0,-0.21719876466822283,0.21719876466822283
평균일조시간,6,6,-0.2171490277157723,0.2171490277157723
최저기온,1,6,-0.21690217288310326,0.21690217288310326
평균습도,9,4,-0.21685895376482336,0.21685895376482336
최저기온,8,11,-0.2168509506995122,0.2168509506995122
최저기온,9,5,0.21675473082671604,0.21675473082671604
평균기온,12,7,0.2166498598547737,0.2166498598547737
평균일조시간,10,5,-0.21638523525724876,0.21638523525724876
평균일조시간,7,3,-0.21627889112926688,0.21627889112926688
최고기온,12,6,0.21611910488004793,0.21611910488004793
평균일조시간,28,12,-0.21603806229647363,0.21603806229647363
평균일조시간,9,4,-0.21601100461317496,0.21601100461317496
최고기온,14,8,0.21589828121101579,0.21589828121101579
평균강수량,28,3,0.2155959352382703,0.2155959352382703
평균일조시간,13,3,-0.21519514198565431,0.21519514198565431
평균강수량,29,4,0.2150396446413442,0.2150396446413442
평균일조시간,8,6,-0.21491505273899394,0.21491505273899394
평균일조시간,7,6,-0.21476546970509305,0.21476546970509305
평균일조시간,19,7,-0.21475405704608364,0.21475405704608364
평균강수량,20,12,0.21473176185906348,0.21473176185906348
평균기온,3,1,0.21468681276668308,0.21468681276668308
평균일조시간,5,2,-0.21465895871560126,0.21465895871560126
평균기온,23,2,0.2146157992911546,0.2146157992911546
최고기온,8,3,0.21446764967160592,0.21446764967160592
최고기온,3,0,0.21418059489054528,0.21418059489054528
최고기온,13,7,0.21415654555572433,0.21415654555572433
평균일조시간,12,2,-0.21394077552958699,0.21394077552958699
평균일사량,24,10,0.21349678844707196,0.21349678844707196
평균습도,27,6,-0.21346995997408588,0.21346995997408588
최저기온,30,0,-0.21287125736295656,0.21287125736295656
평균기온,10,5,0.21283087068378304,0.21283087068378304
최저기온,11,7,0.21281204264902337,0.21281204264902337
평균습도,25,10,0.21259263645604395,0.21259263645604395
평균일사량,20,7,0.21242887042154612,0.21242887042154612
평균기온,24,3,0.21221684563803406,0.21221684563803406
평균일조시간,14,4,-0.21221044199832623,0.21221044199832623
평균일조시간,9,5,-0.21214304457915326,0.21214304457915326
평균일조시간,15,5,-0.21187863240110766,0.21187863240110766
평균강수량,3,1,0.2118129151867229,0.2118129151867229
평균일조시간,4,1,-0.2116595645845406,0.2116595645845406
평균일조시간,9,0,-0.21156316857866025,0.21156316857866025
최고기온,27,4,0.2113683692841864,0.2113683692841864
평균일사량,6,7,-0.21136572398966788,0.21136572398966788
평균일조시간,8,4,-0.21120113004753288,0.21120113004753288
평균습도,2,6,-0.21113299476577693,0.21113299476577693
최저기온,23,3,0.21111245983819715,0.21111245983819715
평균일조시간,3,0,-0.21109788338156754,0.21109788338156754
평균일사량,13,11,-0.21108939297235677,0.21108939297235677
평균기온,11,6,0.21103786131915397,0.21103786131915397
평균강수량,27,2,0.2109238331143442,0.2109238331143442
평균일사량,12,1,0.21082294972423382,0.21082294972423382
평균일조시간,1,5,-0.21070168575450765,0.21070168575450765
평균습도,21,5,-0.21067199149437404,0.21067199149437404
최저기온,13,9,0.21061601618121267,0.21061601618121267
평균습도,15,10,0.21041691585147435,0.21041691585147435
평균일조시간,22,8,-0.21003527212149842,0.21003527212149842
평균일사량,16,4,0.20995586402065874,0.20995586402065874
평균일조시간,8,5,-0.20989438166680077,0.20989438166680077
최고기온,10,12,-0.2094203854321778,0.2094203854321778
최저기온,10,6,0.2093015722496583,0.2093015722496583
평균일조시간,6,3,-0.20927050753180382,0.20927050753180382
평균일조시간,25,10,-0.20923088422092012,0.20923088422092012
최고기온,19,11,0.20883072000453815,0.20883072000453815
평균기온,1,6,-0.2085627657546673,0.2085627657546673
최고기온,21,12,0.20850558656537993,0.20850558656537993
최고기온,17,10,0.20837264925839896,0.20837264925839896
평균습도,16,9,0.2083277757600149,0.2083277757600149
평균습도,18,2,-0.2082409676132514,0.2082409676132514
평균습도,18,3,-0.20758177033342853,0.20758177033342853
평균강수량,22,0,0.20755392445599832,0.20755392445599832
평균일조시간,17,6,-0.20749284717938352,0.20749284717938352
평균습도,22,9,0.2074384532455475,0.2074384532455475
평균기온,1,0,0.20740738401305936,0.20740738401305936
평균습도,4,1,-0.20724834340688733,0.20724834340688733
최고기온,5,9,-0.20676286068313954,0.20676286068313954
평균일조시간,27,11,-0.20671651722409295,0.20671651722409295
평균일사량,8,8,-0.2066954561234679,0.2066954561234679
최고기온,26,3,0.20666784651273418,0.20666784651273418
평균일사량,28,1,0.2066512624365878,0.2066512624365878
평균일조시간,11,1,-0.20651074617576318,0.20651074617576318
평균일사량,15,12,-0.20635126162251854,0.20635126162251854
최고기온,6,2,0.20620386860348847,0.20620386860348847
평균일조시간,7,4,-0.20585060098293526,0.20585060098293526
평균습도,14,12,0.20546382427645707,0.20546382427645707
최저기온,17,12,0.2054367731586098,0.2054367731586098
최저기온,4,8,-0.20528751259868144,0.20528751259868144
평균강수량,29,3,0.20511181992278565,0.20511181992278565
최저기온,21,1,0.20499702096049122,0.20499702096049122
평균일조시간,24,9,-0.2047480535956449,0.2047480535956449
평균일사량,1,5,-0.20468813543065584,0.20468813543065584
평균일조시간,29,12,-0.20443424504086127,0.20443424504086127
평균습도,26,6,-0.2041628180083134,0.2041628180083134
평균습도,28,11,0.20378380033736362,0.20378380033736362
평균일조시간,2,5,-0.2032923925835344,0.2032923925835344
최저기온,3,2,0.20315269115260046,0.20315269115260046
평균습도,7,7,-0.20273565808084223,0.20273565808084223
평균기온,7,10,-0.20261419414501694,0.20261419414501694
평균기온,4,8,-0.20251208029087475,0.20251208029087475
평균강수량,4,2,0.20222026198566814,0.20222026198566814
평균일조시간,7,5,-0.20213476313184287,0.20213476313184287
평균기온,26,5,0.20201707934727822,0.20201707934727822
최고기온,15,9,0.20181342601622387,0.20181342601622387
평균일조시간,4,2,-0.20170984245477028,0.20170984245477028
평균강수량,30,4,0.2016204244307443,0.2016204244307443
평균일사량,21,8,0.20101120250122437,0.20101120250122437
최저기온,7,4,0.20100956105258927,0.20100956105258927
평균기온,25,4,0.2009712040908615,0.2009712040908615
평균기온,22,1,0.20062921801082984,0.20062921801082984
평균강수량,7,4,0.2005671760983536,0.2005671760983536
평균강수량,18,11,0.20035699230369822,0.20035699230369822
평균일조시간,14,3,-0.20007982248669134,0.20007982248669134
평균기온,18,12,0.1997024217643694,0.1997024217643694
평균일사량,4,6,-0.1996309656642772,0.1996309656642772
평균일조시간,20,7,-0.19960790443332593,0.19960790443332593
최저기온,5,3,0.19956763725286442,0.19956763725286442
평균일사량,10,9,-0.19943222363678614,0.19943222363678614
평균일조시간,16,5,-0.19908279948397592,0.19908279948397592
평균습도,18,4,-0.19907265233911012,0.19907265233911012
평균기온,15,10,0.19905219152789447,0.19905219152789447
평균강수량,12,8,0.19867118175217413,0.19867118175217413
평균일조시간,13,2,-0.19816755971954592,0.19816755971954592
평균일조시간,6,5,-0.19809299633040336,0.19809299633040336
평균일조시간,4,5,-0.1980387858146792,0.1980387858146792
평균일조시간,15,4,-0.19791760975686457,0.19791760975686457
평균강수량,25,1,0.1978320266412102,0.1978320266412102
평균습도,16,0,-0.19781901075213504,0.19781901075213504
평균일조시간,10,0,-0.19780002743838582,0.19780002743838582
최저기온,7,10,-0.19770273110143163,0.19770273110143163
평균기온,10,12,-0.19766720662924067,0.19766720662924067
최고기온,7,10,-0.19706177810496547,0.19706177810496547
평균강수량,28,2,0.19702866513270376,0.19702866513270376
평균일조시간,26,10,-0.19652706457005512,0.19652706457005512
평균일조시간,5,5,-0.19633186449072104,0.19633186449072104
평균일조시간,30,12,-0.19632671380322866,0.19632671380322866
평균습도,17,1,-0.19628391627479763,0.19628391627479763
평균일조시간,5,3,-0.19619264234605546,0.19619264234605546
평균일조시간,28,11,-0.1957565015577623,0.1957565015577623
최저기온,24,4,0.1953933808851576,0.1953933808851576
최저기온,29,7,0.19538490975029385,0.19538490975029385
평균일조시간,23,8,-0.1952403025501524,0.1952403025501524
최고기온,4,1,0.1951618212015266,0.1951618212015266
평균일조시간,3,1,-0.19504379745384284,0.19504379745384284
최고기온,25,2,0.1949914560351939,0.1949914560351939
최고기온,9,4,0.19455671652940232,0.19455671652940232
평균강수량,16,10,0.19451913668560425,0.19451913668560425
최고기온,30,0,-0.19441170264469054,0.19441170264469054
평균일조시간,6,4,-0.19440390442397698,0.19440390442397698
평균일조시간,3,2,-0.19433977038467198,0.19433977038467198
평균습도,6,2,-0.19420935434947484,0.19420935434947484
평균강수량,14,9,0.19411907592291286,0.19411907592291286
최저기온,25,5,0.19371967813919122,0.19371967813919122
평균일조시간,3,5,-0.19340181992976738,0.19340181992976738
최저기온,3,7,-0.19333184314378807,0.19333184314378807
평균습도,8,3,-0.193272020610758,0.193272020610758
평균일조시간,18,6,-0.19325678207521454,0.19325678207521454
최저기온,1,1,0.1930810886805049,0.1930810886805049
평균일사량,13,2,0.19298497312346474,0.19298497312346474
최고기온,30,6,0.19297481838943864,0.19297481838943864
평균강수량,30,3,0.19291490248827833,0.19291490248827833
평균기온,8,4,0.19256069863426795,0.19256069863426795
최고기온,2,7,-0.19225837237016064,0.19225837237016064
평균일조시간,2,0,-0.19192051092827042,0.19192051092827042
평균습도,25,6,-0.19175969285165684,0.19175969285165684
평균습도,14,11,0.19168715185057175,0.19168715185057175
최고기온,22,0,0.19138026092543112,0.19138026092543112
평균습도,3,7,-0.19132737697578134,0.19132737697578134
평균일조시간,25,9,-0.1913223170584062,0.1913223170584062
최저기온,14,10,0.19101122019532984,0.19101122019532984
평균습도,26,10,0.1907469664790883,0.1907469664790883
평균일사량,17,5,0.19048272246109357,0.19048272246109357
평균일사량,12,10,-0.1904819802084895,0.1904819802084895
평균습도,9,6,-0.19003023165264782,0.19003023165264782
평균습도,23,9,0.1890595408968433,0.1890595408968433
평균일조시간,4,3,-0.1888954744342334,0.1888954744342334
평균일조시간,12,1,-0.1888773137661454,0.1888773137661454
최고기온,2,0,0.18872032116238854,0.18872032116238854
평균기온,6,3,0.18870534992111188,0.18870534992111188
평균기온,29,0,-0.18818073052300358,0.18818073052300358
평균기온,4,2,0.18814072726402334,0.18814072726402334
평균일조시간,5,4,-0.18802624456744851,0.18802624456744851
평균기온,3,7,-0.18794078310740056,0.18794078310740056
평균일사량,25,11,0.18783035642483004,0.18783035642483004
평균일조시간,29,11,-0.18776891390063288,0.18776891390063288
평균강수량,29,2,0.18774222335715127,0.18774222335715127
평균습도,10,4,-0.18755050739207138,0.18755050739207138
최저기온,29,0,-0.18701583027544924,0.18701583027544924
평균습도,20,5,-0.1869556405055093,0.1869556405055093
평균일사량,10,0,0.18692371755823228,0.18692371755823228
평균습도,15,9,0.18631104709234664,0.18631104709234664
최고기온,10,5,0.1862763114965751,0.1862763114965751
평균습도,29,11,0.18609129408268418,0.18609129408268418
평균일사량,14,11,-0.18605868689605135,0.18605868689605135
최고기온,11,6,0.18596139966742978,0.18596139966742978
평균일조시간,2,2,-0.18581118370915142,0.18581118370915142
평균일사량,7,7,-0.18573720314931572,0.18573720314931572
평균일조시간,27,10,-0.18529662447641296,0.18529662447641296
평균기온,30,7,0.1851123624818426,0.1851123624818426
최고기온,9,11,-0.1844843765287031,0.1844843765287031
최고기온,7,3,0.1844749869468052,0.1844749869468052
평균기온,2,1,0.1844051023333887,0.1844051023333887
평균일사량,27,0,0.184256949012943,0.184256949012943
평균습도,17,3,-0.1842352753158596,0.1842352753158596
평균강수량,23,0,0.18408034066740195,0.18408034066740195
평균습도,17,2,-0.18352759851878775,0.18352759851878775
평균일조시간,21,7,-0.18351105778769172,0.18351105778769172
평균일사량,2,5,-0.18340937005038138,0.18340937005038138
평균일조시간,2,1,-0.18339640110668615,0.18339640110668615
평균강수량,4,12,-0.18318252747949154,0.18318252747949154
최고기온,12,7,0.18299542332611574,0.18299542332611574
평균기온,12,8,0.1829857565676522,0.1829857565676522
최고기온,13,8,0.18242104408091062,0.18242104408091062
평균일조시간,17,5,-0.1823494579614438,0.1823494579614438
평균일조시간,4,4,-0.1822655399210469,0.1822655399210469
평균기온,9,11,-0.18212194492975256,0.18212194492975256
평균기온,28,6,0.1819839289307513,0.1819839289307513
평균일사량,16,12,-0.18188880229989798,0.18188880229989798
최저기온,27,6,0.18169670680031663,0.18169670680031663
평균습도,10,5,-0.1815121931224266,0.1815121931224266
평균일사량,22,9,0.18145735531044735,0.18145735531044735
최고기온,20,12,0.18136203355040562,0.18136203355040562
평균일조시간,24,8,-0.18135048016141786,0.18135048016141786
평균일사량,9,8,-0.1813498326268611,0.1813498326268611
평균일조시간,3,3,-0.1810144775613033,0.1810144775613033
평균일조시간,30,11,-0.18100522863772053,0.18100522863772053
최고기온,18,11,0.18094468257718804,0.18094468257718804
평균강수량,26,1,0.18064679750169663,0.18064679750169663
평균일조시간,1,2,-0.18062733586516477,0.18062733586516477
평균일조시간,26,9,-0.1805838137061937,0.1805838137061937
최저기온,10,12,-0.18057907789613867,0.18057907789613867
평균일사량,5,6,-0.1802392309959578,0.1802392309959578
평균기온,6,9,-0.1801407239443908,0.1801407239443908
최저기온,20,0,0.18000384212224257,0.18000384212224257
최저기온,6,9,-0.17996034603354416,0.17996034603354416
평균습도,14,10,0.17991555128067663,0.17991555128067663
평균일조시간,15,3,-0.17984607261757954,0.17984607261757954
평균습도,8,7,-0.17973670052395999,0.17973670052395999
평균습도,17,4,-0.17956380696362378,0.17956380696362378
최고기온,4,8,-0.17934186406947752,0.17934186406947752
평균강수량,3,12,-0.1793354285660049,0.1793354285660049
최저기온,2,6,-0.17921827976103788,0.17921827976103788
평균강수량,7,12,-0.17896237995331815,0.17896237995331815
평균강수량,8,12,-0.17887745932584115,0.17887745932584115
평균일조시간,16,4,-0.1787588397041228,0.1787588397041228
평균일조시간,3,4,-0.17831592538131033,0.17831592538131033
평균일조시간,28,10,-0.17802860381484564,0.17802860381484564
평균일조시간,11,0,-0.17779784975843974,0.17779784975843974
평균습도,24,6,-0.17745057165773104,0.17745057165773104
최고기온,16,10,0.17738273889111533,0.17738273889111533
평균강수량,2,12,-0.1773242315859853,0.1773242315859853
최저기온,23,2,0.17729665166031622,0.17729665166031622
평균일조시간,19,6,-0.17721079412202959,0.17721079412202959
평균일사량,14,3,0.17718025604612278,0.17718025604612278
평균일조시간,14,2,-0.17702350895655547,0.17702350895655547
평균강수량,5,12,-0.17698891227073327,0.17698891227073327
최고기온,5,2,0.1760913095725864,0.1760913095725864
평균강수량,30,2,0.17607350173942962,0.17607350173942962
평균강수량,6,12,-0.17595056658521419,0.17595056658521419
평균강수량,3,11,-0.1754792512581454,0.1754792512581454
평균기온,21,0,0.17541485256711103,0.17541485256711103
평균일사량,18,6,0.17539522711651637,0.17539522711651637
평균기온,16,11,0.17535097606609706,0.17535097606609706
평균습도,1,6,-0.1748623057938304,0.1748623057938304
최고기온,24,1,0.17461762952622045,0.17461762952622045
평균일조시간,1,0,-0.17434963478220716,0.17434963478220716
평균일조시간,2,3,-0.17403385333759072,0.17403385333759072
최고기온,29,5,0.1739443846975502,0.1739443846975502
평균강수량,8,5,0.17383286377360255,0.17383286377360255
평균습도,18,8,0.17356009502843378,0.17356009502843378
평균일조시간,27,9,-0.17317974399932032,0.17317974399932032
평균기온,11,7,0.1731296606838471,0.1731296606838471
평균기온,13,9,0.17255467397362956,0.17255467397362956
평균강수량,4,11,-0.17249167178919303,0.17249167178919303
평균습도,30,11,0.17228779732803112,0.17228779732803112
최저기온,24,3,0.17193391448705014,0.17193391448705014
평균기온,24,2,0.1717594603001644,0.1717594603001644
평균강수량,9,12,-0.17173067294670835,0.17173067294670835
평균일사량,11,1,0.17146096865796714,0.17146096865796714
평균습도,3,0,-0.17134505690557875,0.17134505690557875
평균일사량,11,9,-0.17131382580660912,0.17131382580660912
평균일조시간,29,10,-0.1712739197772337,0.1712739197772337
평균습도,13,12,0.1710993720658492,0.1710993720658492
최저기온,9,11,-0.17094243457200045,0.17094243457200045
평균강수량,7,11,-0.17079972068598018,0.17079972068598018
최고기온,3,1,0.1702796184553272,0.1702796184553272
평균기온,2,6,-0.17022004576506092,0.17022004576506092
평균기온,9,5,0.17007203895579773,0.17007203895579773
평균기온,25,3,0.16995964263981678,0.16995964263981678
평균일조시간,25,8,-0.16989854460070228,0.16989854460070228
평균습도,16,1,-0.16977596164316722,0.16977596164316722
평균강수량,19,12,0.16963433937704506,0.16963433937704506
평균습도,17,8,0.16921823539045702,0.16921823539045702
평균습도,27,10,0.16873174259483395,0.16873174259483395
최저기온,15,11,0.1686415750548413,0.1686415750548413
평균습도,15,0,-0.16843523867457982,0.16843523867457982
평균습도,19,8,0.16817314872055505,0.16817314872055505
최고기온,6,9,-0.1680120371043441,0.1680120371043441
평균일조시간,22,7,-0.1678605675015776,0.1678605675015776
최고기온,11,12,-0.1676861325875648,0.1676861325875648
평균기온,10,6,0.16767180651884395,0.16767180651884395
최저기온,8,5,0.1676285340128785,0.1676285340128785
평균강수량,6,11,-0.16750949099062898,0.16750949099062898
평균일조시간,30,10,-0.16750723283388363,0.16750723283388363
평균습도,24,9,0.1673993482911972,0.1673993482911972
최저기온,11,8,0.16734245371022086,0.16734245371022086
평균일조시간,28,9,-0.16727081104250624,0.16727081104250624
최고기온,14,9,0.16714827479913735,0.16714827479913735
평균일조시간,13,1,-0.16668670837830296,0.16668670837830296
평균강수량,27,1,0.16621343963888371,0.16621343963888371
최고기온,1,0,0.166192417422971,0.166192417422971
평균강수량,5,11,-0.16587231464722774,0.16587231464722774
평균습도,11,4,-0.16518093169539036,0.16518093169539036
평균강수량,2,11,-0.16513896333145048,0.16513896333145048
평균강수량,15,10,0.16476726242686596,0.16476726242686596
평균일사량,13,10,-0.16467814401927525,0.16467814401927525
평균일조시간,18,5,-0.16464808839763376,0.16464808839763376
평균일조시간,30,9,-0.16454076510739396,0.16454076510739396
평균일조시간,1,1,-0.1643377959565029,0.1643377959565029
평균습도,19,5,-0.16431522078893068,0.16431522078893068
최저기온,5,8,-0.1641106136530393,0.1641106136530393
평균습도,2,7,-0.16409795466471316,0.16409795466471316
평균습도,16,3,-0.16406329036162773,0.16406329036162773
평균일조시간,29,9,-0.16351117971284782,0.16351117971284782
최저기온,22,1,0.16340494521862495,0.16340494521862495
평균강수량,24,0,0.16339988119949467,0.16339988119949467
평균습도,5,1,-0.16331793786217721,0.16331793786217721
최고기온,8,4,0.16297053037141762,0.16297053037141762
평균일조시간,26,8,-0.1629372288081693,0.1629372288081693
평균습도,9,3,-0.16293460087105077,0.16293460087105077
평균일사량,8,7,-0.16288236421621688,0.16288236421621688
평균습도,16,4,-0.1626744748027501,0.1626744748027501
평균일조시간,2,4,-0.16258177970553642,0.16258177970553642
평균일사량,26,12,0.16258126721171384,0.16258126721171384
평균강수량,5,3,0.16252799428677384,0.16252799428677384
최고기온,28,4,0.16217316287664812,0.16217316287664812
평균기온,5,8,-0.16148380303999318,0.16148380303999318
평균일조시간,20,6,-0.1611018179400101,0.1611018179400101
평균일사량,19,7,0.160815709631729,0.160815709631729
평균강수량,8,11,-0.16034249274249077,0.16034249274249077
평균기온,27,5,0.16016705255627056,0.16016705255627056
평균일사량,15,11,-0.15999774318021442,0.15999774318021442
평균강수량,17,11,0.15993557848548728,0.15993557848548728
평균습도,5,8,-0.15983508609286878,0.15983508609286878
평균일사량,15,4,0.1598228407309533,0.1598228407309533
최저기온,2,2,0.15980466020158762,0.15980466020158762
평균일조시간,17,4,-0.1597835271898788,0.1597835271898788
평균습도,23,6,-0.1597601705423869,0.1597601705423869
최저기온,30,7,0.15967088591239947,0.15967088591239947
평균강수량,13,9,0.15965019140805323,0.15965019140805323
평균일조시간,16,3,-0.15955671599123228,0.15955671599123228
평균기온,8,10,-0.1593484335171543,0.1593484335171543
평균일사량,6,6,-0.15887426921942657,0.15887426921942657
최고기온,27,3,0.1588409628953594,0.1588409628953594
평균기온,26,4,0.1587930931478428,0.1587930931478428
평균강수량,9,6,0.15873377993711138,0.15873377993711138
평균습도,14,9,0.15865766509849563,0.15865766509849563
최저기온,10,7,0.1586530162611895,0.1586530162611895
평균습도,16,2,-0.15864628756571497,0.15864628756571497
평균습도,16,8,0.1582305114780512,0.1582305114780512
평균일조시간,30,8,-0.15799858817859752,0.15799858817859752
평균기온,30,1,-0.15787655562295147,0.15787655562295147
평균일사량,17,12,-0.15779158321416947,0.15779158321416947
평균강수량,10,12,-0.15772331532503006,0.15772331532503006
최고기온,1,6,-0.15758145909093477,0.15758145909093477
최저기온,1,5,-0.15754920798750013,0.15754920798750013
평균일조시간,1,4,-0.15743167059638796,0.15743167059638796
최저기온,4,3,0.15719610767129089,0.15719610767129089
최저기온,25,4,0.15718587058990022,0.15718587058990022
최저기온,28,0,-0.15694607055145948,0.15694607055145948
최고기온,8,10,-0.15690542295318896,0.15690542295318896
평균일사량,10,8,-0.15680936342621626,0.15680936342621626
평균기온,23,1,0.15675156552964464,0.15675156552964464
평균일사량,3,5,-0.1566895994743887,0.1566895994743887
평균일조시간,27,8,-0.15659605264170792,0.15659605264170792
최저기온,26,5,0.15655347306868322,0.15655347306868322
평균기온,3,2,0.15633643487774296,0.15633643487774296
평균기온,17,12,0.1563320307314739,0.1563320307314739
최저기온,12,9,0.15623710095558477,0.15623710095558477
평균습도,20,8,0.1561081856824297,0.1561081856824297
최저기온,30,1,-0.1560395436380341,0.1560395436380341
평균습도,13,11,0.1558636656877077,0.1558636656877077
최저기온,9,6,0.15575149249314166,0.15575149249314166
평균강수량,3,10,-0.1556420615903391,0.1556420615903391
평균일조시간,15,2,-0.15554759891269254,0.15554759891269254
평균강수량,10,7,0.15551821375522837,0.15551821375522837
평균강수량,4,10,-0.15542297549349024,0.15542297549349024
최저기온,6,4,0.15527834793267786,0.15527834793267786
평균일사량,9,0,0.15510386318161434,0.15510386318161434
평균강수량,6,10,-0.15483779483913285,0.15483779483913285
최고기온,6,3,0.15465227033218934,0.15465227033218934
평균습도,7,2,-0.15442301127435934,0.15442301127435934
평균강수량,28,1,0.15430646495336733,0.15430646495336733
평균일조시간,29,8,-0.1540814639893306,0.1540814639893306
평균습도,4,8,-0.15403046333318296,0.15403046333318296
평균일사량,12,2,0.15388800526036836,0.15388800526036836
최저기온,16,12,0.15377107652662178,0.15377107652662178
평균습도,6,8,-0.1537537008112966,0.1537537008112966
평균일조시간,23,7,-0.15368575167688664,0.15368575167688664
평균일조시간,28,8,-0.15344607973132524,0.15344607973132524
평균일사량,23,10,0.1533615605373113,0.1533615605373113
평균일조시간,12,0,-0.1531195747974814,0.1531195747974814
평균강수량,2,1,0.15305349014291844,0.15305349014291844
평균습도,11,5,-0.1529028115863273,0.1529028115863273
평균강수량,1,0,0.15288037875614457,0.15288037875614457
평균기온,1,1,0.1527269931943274,0.1527269931943274
평균기온,7,4,0.15266766587028055,0.15266766587028055
최고기온,29,0,-0.152627936970852,0.152627936970852
평균강수량,4,9,-0.15259057328065065,0.15259057328065065
평균기온,5,3,0.1525691191392306,0.1525691191392306
최저기온,4,7,-0.1525184642779034,0.1525184642779034
평균강수량,5,10,-0.15251020383462993,0.15251020383462993
평균강수량,2,10,-0.15241448207438155,0.15241448207438155
최고기온,19,12,0.15233236556171728,0.15233236556171728
평균기온,14,10,0.15192980965721323,0.15192980965721323
최저기온,8,10,-0.151919201811239,0.151919201811239
평균기온,28,0,-0.15170604297447532,0.15170604297447532
최고기온,4,2,0.15161628616948358,0.15161628616948358
최고기온,3,7,-0.1505412501051949,0.1505412501051949
최고기온,9,5,0.15048663922006159,0.15048663922006159
평균기온,11,12,-0.1504587092157783,0.1504587092157783
평균습도,28,10,0.15003933438577238,0.15003933438577238
최고기온,10,6,0.14971719881515724,0.14971719881515724
평균강수량,3,9,-0.1494126120100236,0.1494126120100236
평균습도,12,4,-0.1493485196175307,0.1493485196175307
최고기온,17,11,0.1493479673247511,0.1493479673247511
최고기온,2,1,0.14930024042949458,0.14930024042949458
평균강수량,5,9,-0.149005949726175,0.149005949726175
평균강수량,7,10,-0.14888975790543524,0.14888975790543524
평균일사량,30,2,0.14884508068511929,0.14884508068511929
평균습도,15,4,-0.14845489858498642,0.14845489858498642
평균일조시간,19,5,-0.1478438398081461,0.1478438398081461
최고기온,26,2,0.14775065818838565,0.14775065818838565
평균습도,10,6,-0.14762417154636062,0.14762417154636062
평균기온,4,7,-0.14761986593662438,0.14761986593662438
평균강수량,3,2,0.147561263952528,0.147561263952528
최고기온,11,7,0.1472888120270013,0.1472888120270013
평균일사량,12,9,-0.14675721743053025,0.14675721743053025
평균습도,9,7,-0.1466526175051833,0.1466526175051833
최고기온,23,0,0.14653947795641867,0.14653947795641867
평균강수량,9,11,-0.14652786114652624,0.14652786114652624
평균강수량,1,11,-0.146344337584423,0.146344337584423
평균습도,25,9,0.1461595798405766,0.1461595798405766
평균일사량,20,8,0.14610406328708184,0.14610406328708184
최고기온,12,8,0.14591297437187492,0.14591297437187492
평균기온,1,5,-0.1455948389812146,0.1455948389812146
평균습도,13,10,0.1454592643025951,0.1454592643025951
평균강수량,4,8,-0.14530882762206535,0.14530882762206535
평균일사량,4,5,-0.14508968475604317,0.14508968475604317
평균강수량,29,1,0.1450659120707055,0.1450659120707055
평균습도,15,3,-0.14480681870973322,0.14480681870973322
평균강수량,25,0,0.14480609065750438,0.14480609065750438
평균습도,18,5,-0.14465164549582338,0.14465164549582338
평균일조시간,14,1,-0.14458156262106214,0.14458156262106214
평균일조시간,21,6,-0.14450188058483235,0.14450188058483235
평균강수량,2,9,-0.1434266025408622,0.1434266025408622
최저기온,28,6,0.14338269581727162,0.14338269581727162
평균일조시간,1,3,-0.14307999761663373,0.14307999761663373
평균강수량,11,8,0.1428042542656189,0.1428042542656189
최고기온,15,10,0.14272708559800723,0.14272708559800723
평균습도,1,7,-0.14209432621979862,0.14209432621979862
평균일사량,16,5,0.14205720823881593,0.14205720823881593
평균습도,13,4,-0.14181166197697864,0.14181166197697864
평균습도,15,1,-0.1417845432357099,0.1417845432357099
평균일조시간,18,4,-0.14164440203497902,0.14164440203497902
평균일조시간,24,7,-0.14120599593067584,0.14120599593067584
최고기온,10,11,-0.14120498043782884,0.14120498043782884
평균습도,10,3,-0.14109985144719459,0.14109985144719459
평균습도,14,4,-0.14104347086918237,0.14104347086918237
평균일조시간,17,3,-0.14098904954858082,0.14098904954858082
최고기온,5,8,-0.1407328971381303,0.1407328971381303
평균강수량,3,8,-0.1406415808801961,0.1406415808801961
평균강수량,6,9,-0.14030932297642576,0.14030932297642576
평균강수량,3,7,-0.14028866346550964,0.14028866346550964
평균습도,15,8,0.1399243117769876,0.1399243117769876
평균일사량,10,1,0.13934157447304082,0.13934157447304082
평균습도,21,8,0.1390979711075221,0.1390979711075221
평균일사량,7,6,-0.13880647064131038,0.13880647064131038
평균기온,7,9,-0.138697620863824,0.138697620863824
최저기온,3,6,-0.1382843759598682,0.1382843759598682
평균기온,29,6,0.13804929212930314,0.13804929212930314
평균습도,12,12,0.13775717811696245,0.13775717811696245
평균습도,22,6,-0.13756851875953688,0.13756851875953688
평균일사량,9,7,-0.13735838362942665,0.13735838362942665
