지점명,일시,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
해남,2021-09-23,20.6,0.0,71.8,9.2,0.0
해남,2021-09-24,18.1,0.0,82.5,7.9,0.0
해남,2021-09-25,21.8,0.0,73.6,5.6,0.0
해남,2021-09-26,21.0,0.0,78.9,2.5,0.0
해남,2021-09-27,21.9,0.0,74.6,7.6,0.0
해남,2021-09-28,21.7,0.2,79.9,0.2,0.0
해남,2021-09-29,22.7,36.5,91.4,0.0,0.0
해남,2021-09-30,21.4,7.4,84.9,8.6,0.0
해남,2021-10-01,20.3,0.0,86.6,8.7,0.0
해남,2021-10-02,20.4,0.0,87.3,10.0,0.0
해남,2021-10-03,21.9,0.0,83.8,10.6,0.0
해남,2021-10-04,23.3,0.0,81.1,9.4,0.0
해남,2021-10-05,22.0,0.0,83.9,9.7,0.0
해남,2021-10-06,21.0,0.0,86.4,10.2,0.0
해남,2021-10-07,21.4,0.0,83.6,5.1,0.0
해남,2021-10-08,21.7,0.1,83.0,6.3,0.0
해남,2021-10-09,23.3,0.0,79.4,6.9,0.0
해남,2021-10-10,22.9,12.2,88.8,3.3,0.0
해남,2021-10-11,15.6,4.5,88.8,0.0,0.0
해남,2021-10-12,18.3,0.0,85.4,3.5,0.0
해남,2021-10-13,20.4,0.0,77.9,4.6,0.0
해남,2021-10-14,20.8,0.0,80.1,4.3,0.0
해남,2021-10-15,19.5,3.2,77.5,6.2,0.0
해남,2021-10-16,13.5,4.0,67.8,0.0,0.0
해남,2021-10-17,7.3,0.0,49.1,10.5,0.0
해남,2021-10-18,8.1,0.0,67.8,9.8,0.0
해남,2021-10-19,10.6,0.3,74.4,6.2,0.0
해남,2021-10-20,9.0,0.0,70.6,1.7,0.0
해남,2021-10-21,10.4,0.0,68.6,9.0,0.0
해남,2021-10-22,10.2,0.1,66.0,9.4,0.0
해남,2021-10-23,9.6,0.0,68.6,10.4,0.0
해남,2021-10-24,10.2,0.0,78.0,6.6,0.0
해남,2021-10-25,10.7,0.0,76.8,10.1,0.0
해남,2021-10-26,10.5,0.0,75.8,9.3,0.0
해남,2021-10-27,12.2,0.0,72.9,9.7,0.0
해남,2021-10-28,12.5,0.0,61.8,10.3,0.0
해남,2021-10-29,12.1,0.0,72.3,9.6,0.0
해남,2021-10-30,11.2,1.4,85.4,1.1,0.0
해남,2021-10-31,11.3,0.0,80.9,9.2,0.0
해남,2021-11-01,13.1,0.0,78.5,7.7,0.0
해남,2021-11-02,10.1,0.0,75.9,6.3,0.0
해남,2021-11-03,10.0,0.0,77.4,8.3,0.0
해남,2021-11-04,11.3,0.0,80.1,8.7,0.0
해남,2021-11-05,11.8,0.0,74.1,4.2,0.0
해남,2021-11-06,14.7,0.0,61.0,9.2,0.0
해남,2021-11-07,15.0,0.0,67.5,8.6,0.0
해남,2021-11-08,10.9,33.5,75.3,0.5,0.0
해남,2021-11-09,8.2,0.8,67.3,2.1,0.0
해남,2021-11-10,8.6,2.8,72.3,2.0,0.0
해남,2021-11-11,8.4,6.2,77.9,4.9,0.0
해남,2021-11-12,6.9,3.8,80.8,4.2,0.0
해남,2021-11-13,7.1,0.0,84.6,6.7,0.0
해남,2021-11-14,8.0,0.0,83.3,8.6,0.0
해남,2021-11-15,8.0,0.0,79.4,9.3,0.0
해남,2021-11-16,7.5,0.0,80.8,8.5,0.0
해남,2021-11-17,6.5,0.0,79.3,8.8,0.0
해남,2021-11-18,7.2,0.0,85.1,9.2,0.0
해남,2021-11-19,7.6,0.0,88.3,7.5,0.0
해남,2021-11-20,8.9,0.0,91.8,7.1,0.0
해남,2021-11-21,10.0,0.2,90.3,1.2,0.0
해남,2021-11-22,6.8,1.5,70.1,3.2,0.0
해남,2021-11-23,5.4,5.1,70.6,2.6,0.0
해남,2021-11-24,7.3,0.0,68.1,2.5,0.0
해남,2021-11-25,6.2,0.0,79.0,8.8,0.0
해남,2021-11-26,4.1,0.0,75.4,9.4,0.0
해남,2021-11-27,3.7,0.0,70.3,9.5,0.0
해남,2021-11-28,4.1,0.0,79.0,9.5,0.0
해남,2021-11-29,7.3,0.0,78.1,8.6,0.0
해남,2021-11-30,9.4,24.0,77.5,0.2,0.0
해남,2021-12-01,3.7,0.0,60.5,7.3,0.0
해남,2021-12-02,3.0,0.1,73.1,1.4,0.0
해남,2021-12-03,5.4,0.0,70.9,3.9,0.0
해남,2021-12-04,5.5,0.0,69.0,8.5,0.0
해남,2021-12-05,1.9,0.0,77.6,9.4,0.0
해남,2021-12-06,4.3,0.0,81.9,9.4,0.0
해남,2021-12-07,5.1,0.0,73.5,9.1,0.0
해남,2021-12-08,3.1,0.0,83.0,8.9,0.0
해남,2021-12-09,6.6,0.0,77.4,3.5,0.0
해남,2021-12-10,9.9,0.2,79.0,5.8,0.0
해남,2021-12-11,5.9,0.0,83.9,2.5,0.0
해남,2021-12-12,6.2,0.0,67.3,4.2,0.0
해남,2021-12-13,1.3,0.0,55.6,8.5,0.0
해남,2021-12-14,0.3,0.0,78.1,5.7,0.0
해남,2021-12-15,4.7,0.0,84.8,6.4,0.0
해남,2021-12-16,6.7,1.8,89.3,0.5,0.0
해남,2021-12-17,0.5,1.0,71.3,2.8,0.0
해남,2021-12-18,-2.4,0.1,71.1,6.2,0.0
해남,2021-12-19,2.4,0.0,65.4,6.0,0.0
해남,2021-12-20,2.7,0.0,78.4,7.8,0.0
해남,2021-12-21,4.3,0.0,83.0,8.0,0.0
해남,2021-12-22,1.6,0.0,75.1,7.7,0.0
해남,2021-12-23,0.7,0.0,72.3,9.1,0.0
해남,2021-12-24,0.9,0.0,74.5,2.4,0.0
해남,2021-12-25,-3.9,2.2,77.1,0.6,0.0
해남,2021-12-26,-7.0,1.2,79.1,6.7,0.0
해남,2021-12-27,-4.9,0.0,82.8,5.1,0.0
해남,2021-12-28,0.1,0.0,82.8,2.8,0.0
해남,2021-12-29,3.1,0.0,73.9,3.6,0.0
해남,2021-12-30,2.4,0.0,55.6,6.4,0.0
해남,2021-12-31,-1.5,0.0,68.1,4.5,0.0
해남,2022-01-01,-2.1,0.0,54.6,8.2,0.0
해남,2022-01-02,-1.6,0.0,75.4,4.9,0.0
해남,2022-01-03,-2.5,0.0,78.1,9.2,0.0
해남,2022-01-04,0.0,0.0,68.1,7.9,0.0
해남,2022-01-05,0.3,1.9,60.4,0.1,0.0
해남,2022-01-06,0.9,0.0,57.5,9.4,0.0
해남,2022-01-07,-2.8,0.0,72.4,9.0,0.0
해남,2022-01-08,-1.6,0.0,77.1,9.2,0.0
해남,2022-01-09,0.1,0.0,81.3,6.3,0.0
해남,2022-01-10,0.0,0.0,77.3,8.4,0.0
해남,2022-01-11,-1.5,1.3,74.9,3.7,0.0
해남,2022-01-12,-2.7,0.0,74.4,6.7,0.0
해남,2022-01-13,-2.5,1.7,76.5,5.5,0.0
해남,2022-01-14,-1.6,0.0,64.6,8.9,0.0
해남,2022-01-15,0.6,0.0,74.5,7.5,0.0
해남,2022-01-16,0.7,0.0,68.8,3.8,0.0
해남,2022-01-17,0.1,0.1,66.9,3.7,0.0
해남,2022-01-18,-2.1,0.0,54.5,9.6,0.0
해남,2022-01-19,-2.2,0.0,68.1,9.2,0.0
해남,2022-01-20,-2.9,0.0,61.3,9.6,0.0
해남,2022-01-21,-1.5,0.0,70.1,6.3,0.0
해남,2022-01-22,6.8,0.0,62.9,2.6,0.0
해남,2022-01-23,5.8,0.0,71.0,0.4,0.0
해남,2022-01-24,3.2,0.0,72.8,3.5,0.0
해남,2022-01-25,4.1,0.0,73.6,0.0,0.0
해남,2022-01-26,3.0,0.0,64.3,6.9,0.0
해남,2022-01-27,1.4,0.0,60.3,8.4,0.0
해남,2022-01-28,0.5,0.0,60.1,8.8,0.0
해남,2022-01-29,-0.3,0.0,54.0,7.9,0.0
해남,2022-01-30,-0.5,0.0,55.0,9.1,0.0
해남,2022-01-31,-1.0,0.0,65.4,9.6,0.0
해남,2022-02-01,1.2,0.3,65.3,5.1,0.0
해남,2022-02-02,0.5,0.0,56.9,6.8,0.0
해남,2022-02-03,-1.2,0.0,55.0,9.3,0.0
해남,2022-02-04,-1.2,0.0,58.5,8.0,0.0
해남,2022-02-05,-2.4,1.1,79.6,2.5,0.0
해남,2022-02-06,-0.6,0.1,66.8,6.9,0.0
해남,2022-02-07,-0.7,0.0,47.9,1.2,0.0
해남,2022-02-08,1.4,0.0,47.0,9.3,0.0
해남,2022-02-09,0.3,0.0,63.6,6.5,0.0
해남,2022-02-10,2.7,0.0,58.9,9.8,0.0
해남,2022-02-11,1.2,0.0,60.6,9.9,0.0
해남,2022-02-12,3.7,0.0,58.8,9.5,0.0
해남,2022-02-13,4.8,0.0,62.8,4.1,0.0
해남,2022-02-14,3.1,0.0,69.3,7.0,0.0
해남,2022-02-15,-0.7,0.0,61.0,5.3,0.0
해남,2022-02-16,-2.9,1.4,73.4,3.9,0.0
해남,2022-02-17,-4.8,0.2,62.0,9.6,0.0
해남,2022-02-18,0.4,0.0,60.1,9.4,0.0
해남,2022-02-19,1.3,0.1,62.9,1.6,0.0
해남,2022-02-20,-3.0,0.6,69.6,7.2,0.0
해남,2022-02-21,-0.6,0.0,64.6,9.6,0.0
해남,2022-02-22,-0.7,0.0,56.3,9.5,0.0
해남,2022-02-23,-2.9,0.1,52.3,8.1,0.0
해남,2022-02-24,-2.2,0.0,65.4,8.9,0.0
해남,2022-02-25,-0.3,0.0,72.9,10.2,0.0
해남,2022-02-26,2.9,0.0,76.0,9.4,0.0
해남,2022-02-27,3.4,0.0,48.6,10.5,0.0
해남,2022-02-28,4.1,0.0,63.3,5.3,0.0
해남,2022-03-01,6.1,5.7,85.5,0.3,0.0
해남,2022-03-02,2.2,0.0,62.1,10.2,0.0
해남,2022-03-03,3.0,0.0,81.6,10.0,0.0
해남,2022-03-04,7.7,0.0,78.0,6.7,0.0
해남,2022-03-05,4.5,0.0,56.3,10.1,0.0
해남,2022-03-06,2.3,0.0,47.4,10.2,0.0
해남,2022-03-07,1.7,0.0,55.3,8.0,0.0
해남,2022-03-08,2.6,0.0,67.3,10.4,0.0
해남,2022-03-09,4.9,0.0,68.9,10.4,0.0
해남,2022-03-10,6.8,0.0,68.4,8.4,0.0
해남,2022-03-11,12.8,0.0,75.1,0.9,0.0
해남,2022-03-12,16.4,0.0,72.4,8.7,0.0
해남,2022-03-13,13.7,17.7,89.0,0.0,0.0
해남,2022-03-14,10.1,1.0,93.5,0.2,0.0
해남,2022-03-15,7.9,0.0,75.6,9.3,0.0
해남,2022-03-16,9.8,0.0,68.3,10.7,0.0
해남,2022-03-17,10.0,12.2,75.4,0.0,0.0
해남,2022-03-18,7.6,14.0,91.6,0.0,0.0
해남,2022-03-19,4.6,7.0,82.1,0.6,0.0
해남,2022-03-20,4.3,0.0,75.3,1.2,0.0
해남,2022-03-21,5.8,0.0,63.9,5.1,0.0
해남,2022-03-22,6.0,0.0,57.0,8.0,0.0
해남,2022-03-23,4.8,0.4,74.1,6.4,0.0
해남,2022-03-24,6.9,0.0,67.3,11.0,0.0
해남,2022-03-25,13.4,29.6,81.8,0.2,0.0
해남,2022-03-26,9.3,26.1,87.3,0.0,0.0
해남,2022-03-27,8.7,0.0,54.9,9.2,0.0
해남,2022-03-28,7.9,0.0,54.5,7.5,0.0
해남,2022-03-29,9.7,0.0,62.0,11.5,0.0
해남,2022-03-30,13.5,0.0,84.1,3.6,0.0
해남,2022-03-31,8.2,0.0,84.1,1.1,0.0
해남,2022-04-01,6.9,0.2,78.8,6.5,0.0
해남,2022-04-02,5.6,0.0,69.1,11.0,0.0
해남,2022-04-03,6.7,0.0,62.1,11.9,0.0
해남,2022-04-04,7.5,0.0,60.3,11.6,0.0
해남,2022-04-05,6.9,0.0,62.3,7.4,0.0
해남,2022-04-06,8.8,0.0,75.5,11.3,0.0
해남,2022-04-07,9.5,0.0,69.4,10.6,0.0
해남,2022-04-08,10.8,0.0,59.6,11.8,0.0
해남,2022-04-09,13.6,0.0,60.9,11.5,0.0
해남,2022-04-10,15.3,0.0,68.4,10.1,0.0
해남,2022-04-11,18.1,0.0,84.5,10.6,0.0
해남,2022-04-12,18.2,0.0,85.1,8.0,0.0
해남,2022-04-13,15.0,0.5,88.3,0.0,0.0
해남,2022-04-14,13.8,0.4,74.6,3.6,0.0
해남,2022-04-15,13.1,0.0,64.0,10.3,0.0
해남,2022-04-16,10.9,0.0,58.8,11.6,0.0
해남,2022-04-17,11.2,0.0,57.3,10.8,0.0
해남,2022-04-18,12.5,0.0,55.3,4.6,0.0
해남,2022-04-19,12.7,0.0,51.0,11.8,0.0
해남,2022-04-20,12.2,0.0,56.4,11.6,0.0
해남,2022-04-21,11.3,0.5,74.3,4.4,0.0
해남,2022-04-22,15.3,0.0,76.6,10.8,0.0
해남,2022-04-23,17.0,0.1,81.3,2.4,0.0
해남,2022-04-24,18.1,0.0,79.8,9.7,0.0
해남,2022-04-25,17.8,4.7,84.6,4.8,0.0
해남,2022-04-26,15.8,0.0,97.3,0.0,0.0
해남,2022-04-27,15.2,0.0,63.8,10.6,0.0
해남,2022-04-28,14.2,0.0,69.5,7.3,0.0
해남,2022-04-29,12.2,18.1,87.1,1.4,0.0
해남,2022-04-30,12.5,0.0,74.5,1.4,0.0
해남,2022-05-01,11.6,0.0,60.9,12.5,0.0
해남,2022-05-02,11.7,0.0,65.0,12.3,0.0
해남,2022-05-03,10.7,0.0,66.9,12.9,0.0
해남,2022-05-04,12.7,0.0,75.9,12.9,0.0
해남,2022-05-05,16.1,0.0,73.1,12.9,0.0
해남,2022-05-06,18.2,0.0,77.4,10.4,0.0
해남,2022-05-07,16.3,0.0,71.4,12.0,0.0
해남,2022-05-08,14.2,0.0,70.3,7.0,0.0
해남,2022-05-09,14.5,0.0,73.8,4.8,0.0
해남,2022-05-10,14.8,0.1,68.9,3.7,0.0
해남,2022-05-11,17.9,0.0,68.0,2.9,0.0
해남,2022-05-12,18.7,0.0,73.8,2.2,0.0
해남,2022-05-13,16.1,0.2,75.1,0.0,0.0
해남,2022-05-14,15.3,0.0,48.8,10.3,0.0
해남,2022-05-15,14.6,0.0,45.8,10.4,0.0
해남,2022-05-16,14.3,0.0,59.1,12.5,0.0
해남,2022-05-17,16.1,0.0,67.9,12.9,0.0
해남,2022-05-18,17.8,0.0,61.5,12.9,0.0
해남,2022-05-19,17.1,0.0,56.4,4.0,0.0
해남,2022-05-20,18.4,0.0,69.5,1.4,0.0
해남,2022-05-21,18.9,0.0,74.1,13.2,0.0
해남,2022-05-22,18.5,0.0,76.6,12.9,0.0
해남,2022-05-23,0.0,0.0,64.6,11.4,0.0
해남,2022-05-24,0.0,0.0,65.4,13.0,0.0
해남,2022-05-25,0.0,0.0,70.4,12.2,0.0
해남,2022-05-26,0.0,0.1,68.4,10.8,0.0
해남,2022-05-27,0.0,0.0,77.3,13.3,0.0
해남,2022-05-28,20.3,0.0,72.3,7.9,0.0
해남,2022-05-29,19.3,0.5,82.5,8.2,0.0
해남,2022-05-30,19.4,0.4,89.4,1.1,0.0
해남,2022-05-31,19.8,0.0,58.5,12.9,0.0
해남,2022-06-01,20.3,0.0,61.5,11.1,0.0
해남,2022-06-02,21.1,0.0,81.6,11.1,0.0
해남,2022-06-03,22.4,0.0,79.0,9.9,0.0
해남,2022-06-04,22.0,0.0,65.8,9.3,0.0
해남,2022-06-05,18.7,15.6,89.0,0.0,0.0
해남,2022-06-06,20.3,0.2,81.0,8.9,0.0
해남,2022-06-07,19.0,0.0,80.6,2.8,0.0
해남,2022-06-08,19.5,0.0,76.3,9.3,0.0
해남,2022-06-09,20.3,0.0,71.1,12.0,0.0
해남,2022-06-10,20.7,0.0,80.5,6.7,0.0
해남,2022-06-11,21.6,0.0,81.3,4.9,0.0
해남,2022-06-12,20.8,0.0,80.3,8.6,0.0
해남,2022-06-13,20.0,0.7,73.3,0.0,0.0
해남,2022-06-14,19.3,1.6,81.9,0.2,0.0
해남,2022-06-15,21.2,0.1,85.9,6.7,0.0
해남,2022-06-16,22.0,0.0,81.0,7.0,0.0
해남,2022-06-17,22.8,0.0,85.8,0.6,0.0
해남,2022-06-18,23.0,0.3,86.3,2.2,0.0
해남,2022-06-19,25.1,0.0,81.8,7.5,0.0
해남,2022-06-20,24.6,0.0,82.3,6.5,0.0
해남,2022-06-21,25.0,0.0,80.4,8.3,0.0
해남,2022-06-22,25.8,0.0,79.8,12.9,0.0
해남,2022-06-23,25.0,0.4,89.5,0.8,0.0
해남,2022-06-24,24.1,50.6,94.1,0.4,0.0
해남,2022-06-25,25.4,0.0,86.1,5.5,0.0
해남,2022-06-26,26.4,0.0,87.0,3.6,0.0
해남,2022-06-27,27.2,0.1,84.1,0.5,0.0
해남,2022-06-28,27.4,0.0,81.1,4.0,0.0
해남,2022-06-29,27.0,1.0,85.1,0.0,0.0
해남,2022-06-30,27.8,0.1,80.4,11.2,0.0
해남,2022-07-01,26.7,0.0,82.4,13.2,0.0
해남,2022-07-02,27.3,0.0,75.1,12.9,0.0
해남,2022-07-03,27.7,0.0,75.3,10.5,0.0
해남,2022-07-04,27.2,2.0,82.6,9.4,0.0
해남,2022-07-05,27.4,0.0,83.9,7.2,0.0
해남,2022-07-06,28.4,0.0,83.6,11.1,0.0
해남,2022-07-07,28.1,0.2,85.3,3.7,0.0
해남,2022-07-08,26.8,9.2,91.8,2.3,0.0
해남,2022-07-09,27.0,0.0,78.1,12.1,0.0
해남,2022-07-10,27.6,0.0,81.1,10.4,0.0
해남,2022-07-11,26.7,4.1,88.0,2.5,0.0
해남,2022-07-12,26.1,0.0,86.5,5.4,0.0
해남,2022-07-13,25.9,0.0,86.8,1.9,0.0
해남,2022-07-14,27.6,8.3,83.9,7.3,0.0
해남,2022-07-15,26.9,0.0,81.1,9.2,0.0
해남,2022-07-16,26.2,0.0,80.6,8.6,0.0
해남,2022-07-17,25.5,1.5,90.1,0.0,0.0
해남,2022-07-18,25.3,108.5,96.8,0.3,0.0
해남,2022-07-19,25.9,0.0,83.0,10.2,0.0
해남,2022-07-20,26.0,2.9,84.6,8.8,0.0
해남,2022-07-21,25.2,1.1,86.1,3.2,0.0
해남,2022-07-22,24.4,0.0,87.8,6.4,0.0
해남,2022-07-23,24.9,1.5,88.6,2.0,0.0
해남,2022-07-24,24.6,15.1,92.0,0.2,0.0
해남,2022-07-25,25.4,0.0,87.5,6.4,0.0
해남,2022-07-26,25.3,0.0,83.1,10.1,0.0
해남,2022-07-27,26.1,0.0,79.8,12.6,0.0
해남,2022-07-28,27.3,0.0,83.6,12.3,0.0
해남,2022-07-29,29.0,0.0,75.3,13.2,0.0
해남,2022-07-30,27.6,3.1,81.0,1.2,0.0
해남,2022-07-31,26.5,36.1,92.8,0.0,0.0
해남,2022-08-01,27.2,9.0,92.3,0.1,0.0
해남,2022-08-02,28.2,3.9,89.1,6.1,0.0
해남,2022-08-03,27.9,10.9,91.9,6.8,0.0
해남,2022-08-04,28.1,1.0,89.6,9.0,0.0
해남,2022-08-05,28.8,0.0,89.1,7.9,0.0
해남,2022-08-06,28.7,0.0,88.4,7.1,0.0
해남,2022-08-07,29.4,0.0,86.0,8.3,0.0
해남,2022-08-08,28.9,0.0,84.3,7.6,0.0
해남,2022-08-09,28.6,0.0,85.1,4.4,0.0
해남,2022-08-10,28.4,0.0,86.5,1.7,0.0
해남,2022-08-11,27.7,0.4,92.4,0.0,0.0
해남,2022-08-12,27.0,37.7,94.6,1.5,0.0
해남,2022-08-13,27.8,0.0,90.9,1.7,0.0
해남,2022-08-14,29.1,0.0,86.8,8.7,0.0
해남,2022-08-15,29.1,0.0,84.6,5.6,0.0
해남,2022-08-16,26.9,36.5,94.5,0.1,0.0
해남,2022-08-17,25.3,1.2,93.8,3.7,0.0
해남,2022-08-18,24.3,0.0,88.3,10.8,0.0
해남,2022-08-19,27.0,0.0,91.4,4.4,0.0
해남,2022-08-20,26.9,12.1,95.6,0.7,0.0
해남,2022-08-21,26.0,0.0,88.9,4.8,0.0
해남,2022-08-22,25.5,0.0,81.9,11.6,0.0
해남,2022-08-23,26.4,0.0,92.6,0.1,0.0
해남,2022-08-24,25.0,2.2,82.4,11.1,0.0
해남,2022-08-25,23.7,0.0,81.3,8.1,0.0
해남,2022-08-26,23.5,0.0,80.0,8.8,0.0
해남,2022-08-27,0.0,0.0,0.0,2.4,0.0
해남,2022-08-28,20.4,0.0,79.4,0.8,0.0
해남,2022-08-29,23.3,0.0,79.8,1.5,0.0
해남,2022-08-30,25.5,0.1,88.4,1.1,0.0
해남,2022-08-31,23.6,0.6,83.5,3.0,0.0
해남,2022-09-01,21.9,0.0,90.0,0.7,0.0
해남,2022-09-02,22.7,2.0,85.4,0.6,0.0
해남,2022-09-03,24.7,0.0,82.3,2.4,0.0
해남,2022-09-04,25.5,3.8,89.1,3.0,0.0
해남,2022-09-05,24.9,140.4,93.1,0.0,0.0
해남,2022-09-06,22.5,18.7,81.6,6.4,0.0
해남,2022-09-07,21.2,0.0,84.9,7.7,0.0
해남,2022-09-08,21.3,0.0,83.4,9.2,0.0
해남,2022-09-09,21.9,0.0,82.4,7.3,0.0
해남,2022-09-10,22.3,0.0,82.0,2.6,0.0
해남,2022-09-11,23.4,0.0,78.3,8.0,0.0
해남,2022-09-12,23.1,1.5,93.4,0.3,0.0
해남,2022-09-13,23.6,13.2,90.5,1.0,0.0
해남,2022-09-14,25.1,0.0,71.0,8.5,0.0
해남,2022-09-15,25.1,0.0,81.1,6.9,0.0
해남,2022-09-16,25.8,0.0,86.5,8.2,0.0
해남,2022-09-17,26.7,0.0,81.3,5.8,0.0
해남,2022-09-18,27.5,0.2,80.5,5.1,0.0
해남,2022-09-19,23.8,0.0,73.5,10.7,0.0
해남,2022-09-20,20.0,0.0,77.4,5.4,0.0
해남,2022-09-21,18.6,0.0,79.6,9.5,0.0
해남,2022-09-22,19.2,0.0,80.1,10.2,0.0
해남,2022-09-23,19.0,0.0,75.9,7.8,0.0
해남,2022-09-24,19.0,0.0,63.8,8.4,0.0
해남,2022-09-25,18.3,0.0,85.9,0.0,0.0
해남,2022-09-26,18.3,0.2,91.3,0.3,0.0
해남,2022-09-27,19.5,0.0,80.5,10.7,0.0
해남,2022-09-28,20.3,0.0,87.0,3.3,0.0
해남,2022-09-29,19.2,0.0,83.5,9.2,0.0
해남,2022-09-30,18.0,0.0,81.9,11.0,0.0
해남,2022-10-01,19.2,0.0,81.1,10.2,0.0
해남,2022-10-02,21.2,0.0,84.3,10.4,0.0
해남,2022-10-03,25.9,0.0,78.6,4.6,0.0
해남,2022-10-04,19.6,19.8,82.6,0.2,0.0
해남,2022-10-05,16.7,0.0,64.9,7.3,0.0
해남,2022-10-06,16.9,0.0,73.0,4.6,0.0
해남,2022-10-07,15.8,0.4,66.1,7.7,0.0
해남,2022-10-08,16.1,0.0,75.3,1.0,0.0
해남,2022-10-09,15.3,6.4,86.9,0.0,0.0
해남,2022-10-10,13.6,0.3,72.0,5.1,0.0
해남,2022-10-11,14.5,0.1,68.0,8.2,0.0
해남,2022-10-12,12.3,0.0,79.4,10.6,0.0
해남,2022-10-13,14.5,0.0,79.5,10.2,0.0
해남,2022-10-14,15.5,0.0,80.6,10.6,0.0
해남,2022-10-15,16.0,0.0,86.8,9.3,0.0
해남,2022-10-16,17.1,0.0,82.0,7.1,0.0
해남,2022-10-17,14.4,0.0,54.8,10.2,0.0
해남,2022-10-18,11.8,0.0,49.5,10.5,0.0
해남,2022-10-19,10.4,0.0,65.9,10.5,0.0
해남,2022-10-20,10.1,0.0,74.5,10.5,0.0
해남,2022-10-21,14.7,0.0,82.5,4.9,0.0
해남,2022-10-22,17.1,0.0,77.9,9.2,0.0
해남,2022-10-23,14.8,0.0,69.1,9.4,0.0
해남,2022-10-24,11.6,0.0,55.3,9.8,0.0
해남,2022-10-25,8.7,0.0,67.3,10.3,0.0
해남,2022-10-26,12.1,0.0,71.4,8.5,0.0
해남,2022-10-27,13.0,0.0,73.3,9.7,0.0
해남,2022-10-28,11.5,0.0,82.6,9.6,0.0
해남,2022-10-29,13.3,0.0,79.3,7.1,0.0
해남,2022-10-30,13.4,0.0,81.5,9.7,0.0
해남,2022-10-31,14.3,0.0,71.8,8.7,0.0
해남,2022-11-01,13.1,0.0,80.6,9.8,0.0
해남,2022-11-02,10.6,0.0,83.1,7.0,0.0
해남,2022-11-03,10.8,0.0,67.9,9.2,0.0
해남,2022-11-04,9.4,0.0,54.6,9.7,0.0
해남,2022-11-05,9.5,0.0,58.8,9.8,0.0
해남,2022-11-06,7.5,0.0,78.1,9.6,0.0
해남,2022-11-07,8.4,0.0,79.4,9.6,0.0
해남,2022-11-08,9.7,0.0,81.5,9.6,0.0
해남,2022-11-09,9.9,0.0,77.4,9.1,0.0
해남,2022-11-10,14.5,0.0,74.0,3.1,0.0
해남,2022-11-11,17.4,0.0,64.3,5.1,0.0
해남,2022-11-12,19.0,0.1,85.9,2.7,0.0
해남,2022-11-13,12.2,10.7,78.6,0.0,0.0
해남,2022-11-14,11.4,0.0,68.5,5.2,0.0
해남,2022-11-15,8.4,0.0,76.3,9.3,0.0
해남,2022-11-16,8.0,0.0,81.0,7.9,0.0
해남,2022-11-17,8.2,0.0,78.5,6.0,0.0
해남,2022-11-18,8.6,0.0,74.4,9.6,0.0
해남,2022-11-19,14.6,0.0,63.3,9.4,0.0
해남,2022-11-20,12.6,0.6,86.5,0.0,0.0
해남,2022-11-21,10.4,0.0,86.5,4.8,0.0
해남,2022-11-22,11.5,3.4,89.3,0.0,0.0
해남,2022-11-23,11.3,1.5,81.0,7.0,0.0
해남,2022-11-24,9.2,0.0,77.1,8.7,0.0
해남,2022-11-25,9.2,0.0,82.0,9.4,0.0
해남,2022-11-26,9.0,0.0,76.6,8.0,0.0
해남,2022-11-27,9.2,0.0,65.5,6.1,0.0
해남,2022-11-28,18.4,2.2,83.0,2.0,0.0
해남,2022-11-29,11.2,12.2,72.8,0.1,0.0
해남,2022-11-30,1.0,0.0,66.8,0.1,0.0
해남,2022-12-01,0.4,0.0,60.8,6.7,0.0
해남,2022-12-02,1.8,0.0,69.1,9.2,0.0
해남,2022-12-03,7.4,0.0,70.1,1.2,0.0
해남,2022-12-04,3.9,0.0,42.0,7.1,0.0
해남,2022-12-05,1.4,0.0,44.4,6.6,0.0
해남,2022-12-06,1.8,0.0,67.4,8.3,0.0
해남,2022-12-07,3.3,0.0,72.0,8.8,0.0
해남,2022-12-08,4.4,0.0,77.0,7.0,0.0
해남,2022-12-09,4.1,0.3,87.5,0.0,0.0
해남,2022-12-10,3.8,0.2,79.8,0.2,0.0
해남,2022-12-11,4.6,0.0,62.9,9.0,0.0
해남,2022-12-12,2.4,0.0,77.5,2.5,0.0
해남,2022-12-13,6.6,0.0,51.8,4.2,0.0
해남,2022-12-14,-0.7,1.8,74.0,6.6,0.0
해남,2022-12-15,1.0,0.0,78.5,4.6,0.0
해남,2022-12-16,1.4,0.2,46.8,2.6,0.0
해남,2022-12-17,-0.8,2.1,67.5,3.2,0.0
해남,2022-12-18,-3.4,4.9,85.0,3.3,0.0
해남,2022-12-19,-2.2,0.1,88.9,7.9,0.0
해남,2022-12-20,1.9,0.0,78.9,8.9,0.0
해남,2022-12-21,4.8,3.1,86.4,0.2,0.0
해남,2022-12-22,-0.8,8.0,82.9,0.6,0.0
해남,2022-12-23,-2.4,7.6,83.8,2.1,0.0
해남,2022-12-24,-2.8,0.2,77.4,4.3,0.0
해남,2022-12-25,0.0,0.0,76.8,7.1,0.0
해남,2022-12-26,0.2,0.0,81.3,7.7,0.0
해남,2022-12-27,0.9,0.0,78.4,9.3,0.0
해남,2022-12-28,0.5,0.0,78.0,7.4,0.0
해남,2022-12-29,-0.4,0.0,80.1,7.8,0.0
